id,name,shares,likes,loves,wow,cares,sad,angry,haha,reactions_count,comments,content,posted_on,video,image,post_url
2744504209183198,Facebook AI,0,0,30,0,0,0,0,0,30,11,"We’re announcing #Ego4D, an ambitious long-term project we’ve embarked on w/13 universities in 9 countries to advance first-person perception. This work will catalyze research to build more useful AI assistants, robots & other future innovations. https://ai.facebook.com/…/teaching-ai-to-perceive-the-world…",2021-10-14T12:07:39,https://www.facebook.com/facebookai/videos/2744504209183198,,https://www.facebook.com/FacebookAI/videos/2744504209183198/?__xts__%5B0%5D=68.ARBR0YYxkP3_hsIoRN4riEZN1zAKVnNR3ygl6lI4stS8iu39wa56WUcal3YfSaEmTj_p9uDUCdt3ooU4FeqmzeSnl6ZuGBRxMkEhylQrJ4ACEuAP7dqK9T87HP6Bf-5Dg_siCuMsj9tNN1Ho16k8lzCGG1wP9YZ6RY_KIbg0hIhUmQW5TrscX_8gvJ9PIdeMzcIJSJwwTz1A8WIRN5WjhCZyylqaV9MiCF3vYB0a2Tlp-au9Rhj2ijnfwAOQH-rnlcnvv1o68rno9Xy9swqtGbvDBklyvKKNRYotUfS686kqxSuMyPlcEXdQS5cl9dvKEw&__tn__=-R
